Date,Date_Large,Price_Large,Date_Small,Price_Small,Log_Return_Large,Log_Return_Small,Rolling_Corr,Cluster
2013-03-15,2013-03-15,1489.41,2005-06-24,659.9783088775423,-0.005757492255235169,-0.005387278421739201,0.0772382752157783,2
2013-03-18,2013-03-18,1465.94,2005-06-27,662.8452501943729,-0.015883393452441958,0.004334585343589704,0.07137800690312168,0
2013-03-19,2013-03-19,1448.28,2005-06-28,666.5133305494783,-0.012120029496822527,0.005518585756246311,0.06498921660342953,0
2013-03-20,2013-03-20,1469.05,2005-06-29,668.5957482665474,0.014239287936533535,0.0031194745639868235,0.06625666904367072,1
2013-03-21,2013-03-21,1455.45,2005-06-30,675.364568784682,-0.009300802214922221,0.010073032166066037,0.06167932902788559,0
2013-03-22,2013-03-22,1440.25,2005-07-01,685.701931054484,-0.010498421526925652,0.015190383492920343,0.05061643535197848,0
2013-03-25,2013-03-25,1411.77,2005-07-05,683.9034289766383,-0.01997247334565713,-0.002626308517905017,0.05175510552962463,2
2013-03-26,2013-03-26,1413.5,2005-07-06,684.485808336898,0.001224661866809776,0.0008511896754834529,0.051489280471555904,1
2013-03-27,2013-03-27,1397.32,2005-07-07,681.8597131969813,-0.011512781831134475,-0.003843974063890069,0.054014269800686104,2
2013-03-28,2013-03-28,1390.99,2005-07-08,684.4698316660714,-0.00454039247751869,0.0038206326635402193,0.053053712136730595,0
2013-03-29,,1396.32,,685.7722617520329,0.003824480590009286,0.00190102243166196,0.05435285773204815,1
2013-04-01,,1412.3100000000002,,689.6795520099175,0.011386457283536836,0.0056814796841864156,0.05299472282498843,1
2013-04-02,2013-04-02,1417.64,2005-07-11,690.9819820958791,0.0037668554584838264,0.0018866759739829331,0.0491584333460343,1
2013-04-03,2013-04-03,1409.0,2005-07-12,690.4692022560284,-0.006113284258341531,-0.0007423785497592293,0.05009811923256096,0
2013-04-04,2013-04-04,1398.1,2005-07-13,692.3599251249848,-0.007766060904901428,0.0027345736501165406,0.04788975537895275,0
2013-04-05,2013-04-05,1381.31,2005-07-14,690.5159106549305,-0.012081847757131076,-0.0026669286067583604,0.04433111737745611,2
2013-04-08,2013-04-08,1388.41,2005-07-15,688.2034676954656,0.0051268832603378195,-0.0033544826658469837,0.043741193215291546,1
2013-04-09,2013-04-09,1425.44,2005-07-18,691.346566423981,0.0263213304753481,0.0045567092012333615,0.05657876652896563,1
2013-04-10,2013-04-10,1473.44,2005-07-19,688.1334440514185,0.03311926500072323,-0.004658462839474017,0.03642463174503287,1
2013-04-11,2013-04-11,1491.35,2005-07-20,680.4451724028569,0.012081947028177253,-0.011235529234091327,0.023331413062786032,1
2013-04-12,2013-04-12,1463.61,2005-07-21,686.7256007477864,-0.01877576341163646,0.009187546495749967,0.022761780093211326,0
2013-04-15,2013-04-15,1426.95,2005-07-22,696.6672152869413,-0.02536668726902213,0.01437304801927817,0.006230680228518919,0
2013-04-16,2013-04-16,1425.07,2005-07-25,693.2891553770113,-0.0013183640172929683,-0.004860679992725041,0.007406371536501735,1
2013-04-17,2013-04-17,1406.93,2005-07-26,695.7348893904372,-0.012810909670309022,0.0035215179321321714,0.005975413282323478,0
2013-04-18,2013-04-18,1393.91,2005-07-27,702.8168643031453,-0.00929727780707663,0.010127670180108034,0.0017299406426872074,0
2013-04-19,2013-04-19,1406.19,2005-07-28,700.6279283697208,0.008771171549918485,-0.0031193784319976377,-7.925943404958784e-05,1
2013-04-22,2013-04-22,1410.76,2005-07-29,708.1803774046089,0.0032446468764522353,0.010721858119587459,0.0004930841550936295,0
2013-04-23,2013-04-23,1438.49,2005-08-01,712.1339451543149,0.019465386029387972,0.005567187344621484,0.003831304566013737,1
2013-04-24,2013-04-24,1449.8,2005-08-02,712.5727410152139,0.007831663585121548,0.0006159806492564611,0.007566238820706151,1
2013-04-25,2013-04-25,1469.41,2005-08-03,709.9992937262501,0.013435343795085567,-0.0036180243015310983,0.011567523594459481,1
2013-04-26,2013-04-26,1443.53,2005-08-04,711.6985925866239,-0.01776945695529706,0.002390521482752202,0.010998973320016857,0
2013-04-29,2013-04-29,1455.83,2005-08-05,708.2487674862042,0.008484681991533028,-0.0048590982809551455,0.009607043607805756,1
2013-04-30,2013-04-30,1446.24,2005-08-08,708.3575977547399,-0.006609099647998071,0.00015364927254343677,0.010178235538420507,0
2013-05-01,,1424.49,,709.3854796688163,-0.015153230143798142,0.001450025904614895,0.019983064055492362,0
2013-05-02,2013-05-02,1402.74,2005-08-10,710.4133615828927,-0.01538638815466839,0.001447926373498088,0.011504982888891119,0
2013-05-03,2013-05-03,1434.38,2005-08-11,709.2028439998882,0.02230523332998027,-0.0017054156914205457,0.007850864274706913,1
2013-05-06,2013-05-06,1450.48,2005-08-12,711.7885086845897,0.011161836035938857,0.0036392445788638603,0.008779861518196503,1
2013-05-07,2013-05-07,1451.26,2005-08-15,712.2152071110256,0.0005376084823494594,0.0005992939968816925,0.008714952685399834,1
2013-05-08,2013-05-08,1443.37,2005-08-16,716.9814460218837,-0.005451487437113355,0.006669840109048239,0.007260556220356609,0
2013-05-09,,1449.795,,717.0696043914373,0.004441509946489008,0.00012295011344170027,0.0006841197707990653,1
2013-05-10,2013-05-10,1456.22,2005-08-17,717.1577627609911,0.004421870134162534,0.00012293499856976352,0.0024171532068905286,1
2013-05-13,2013-05-13,1461.42,2005-08-18,711.2274038004217,0.0035645285270788692,-0.008303632905707998,0.0019231918087538743,1
2013-05-14,2013-05-14,1497.69,2005-08-19,714.2759420209511,0.024515355300952387,0.004277145861431922,0.004779378715781147,1
2013-05-15,2013-05-15,1504.6,2005-08-22,717.5346823148352,0.004603161054648955,0.004551923089903189,0.0036132700364229645,1
2013-05-16,2013-05-16,1501.22,2005-08-23,719.0078981867453,-0.002248971278808216,0.0020510584348442155,0.0034531128980769435,0
2013-05-17,2013-05-17,1510.38,2005-08-24,715.5798648516105,0.006083163930829793,-0.004779128817581218,-0.011212174956098846,1
2013-05-20,,1522.3125,,717.51289828335,0.007869285512632012,0.002697710369896241,-0.01449079752227717,1
2013-05-21,2013-05-21,1526.29,2005-08-26,718.1572427605964,0.0026093938169231075,0.0008976219565891481,-0.03201166567677857,1
2013-05-22,2013-05-22,1506.56,2005-08-29,719.4054589427199,-0.013011047915895661,0.001736573290793156,-0.033550521618898696,0
2013-05-23,2013-05-23,1475.93,2005-08-30,719.2433689533369,-0.02054060663026268,-0.00022533642251786843,-0.033243770101138215,2
2013-05-24,2013-05-24,1478.05,2005-08-31,723.0524432566723,0.0014353518737260577,0.005281972154308447,-0.03356454768340495,0
2013-05-27,2013-05-27,1484.27,2005-09-01,725.251625736728,0.004199417443666488,0.003036909468611529,-0.03337482807871565,1
2013-05-28,2013-05-28,1499.02,2005-09-02,730.7113678828016,0.009888492362810808,0.007499871578660783,-0.030795402374467665,1
2013-05-29,2013-05-29,1482.4,2005-09-06,730.2859629861637,-0.011149165270593018,-0.0005823486459173451,-0.029441164226671333,2
2013-05-30,,1468.4250000000002,,732.1776443854926,-0.009471998159703551,0.002586980550893946,-0.027899822719543613,0
2013-05-31,2013-05-31,1454.45,2005-09-07,734.0693257848216,-0.009562575541313298,0.002580305347431548,-0.02845558787867221,0
2013-06-03,2013-06-03,1455.51,2005-09-08,738.506250564166,0.0007285323831830341,0.006026092347847881,-0.02820319569111911,0
2013-06-04,2013-06-04,1453.93,2005-09-09,737.680177298972,-0.001086119772410764,-0.001119199222849487,-0.022353698340142454,0
2013-06-05,2013-06-05,1455.3,2005-09-12,739.4491478195523,0.0009418300383748785,0.002395147582780655,-0.02026710618901222,0
2013-06-06,2013-06-06,1419.7,2005-09-13,738.2744963486648,-0.02476648324975221,-0.0015898124428536126,-0.008401186819749513,2
2013-06-07,2013-06-07,1455.23,2005-09-14,738.1396965587397,0.02471838204480784,-0.00018260430026641904,-0.010965955830350874,1
2013-06-10,2013-06-10,1445.86,2005-09-15,735.5471829422795,-0.00645966349338154,-0.0035184085940621924,-0.004149840769074227,2
2013-06-11,2013-06-11,1429.02,2005-09-16,734.8632411742841,-0.011715405587767942,-0.0009302733523946259,-0.0027949765625117553,2
2013-06-12,2013-06-12,1414.96,2005-09-19,741.3164940400948,-0.009887632506648461,0.008743236099618074,-0.000962239067430537,0
2013-06-13,2013-06-13,1415.53,2005-09-20,745.9050927264733,0.00040275712523638236,0.006170718993727267,0.001753187353732428,0
2013-06-14,,1420.0049999999999,,744.7107066884168,0.0031563734640932674,-0.001602540767564024,0.0037346205279311325,1
2013-06-17,2013-06-17,1433.43,2005-09-22,741.1275485742477,0.009409780884041397,-0.004823088983586462,0.0020799872843076123,1
2013-06-18,2013-06-18,1443.75,2005-09-23,740.3706935627431,0.007173721670194334,-0.0010217427949919817,0.011210720513068883,1
2013-06-19,2013-06-19,1446.61,2005-09-26,736.9761584188935,0.0019789928821404355,-0.0045954558513743235,0.017705776106748044,1
2013-06-20,2013-06-20,1401.7,2005-09-27,741.4320450031468,-0.03153710248323188,0.006027969902374662,0.007215430042050262,2
2013-06-21,2013-06-21,1369.9,2005-09-28,745.9215725706841,-0.022948041211668192,0.006036952005862718,0.0014529335841749998,0
2013-06-24,2013-06-24,1298.35,2005-09-29,749.1725032182454,-0.05364351693252322,0.004348804297599496,-0.0036122283530368375,2
2013-06-25,2013-06-25,1317.56,2005-09-30,759.2363161274471,0.014687313650709969,0.013343812509790635,0.0024119307100818077,1
2013-06-26,2013-06-26,1339.9,2005-10-03,752.2607339566428,0.016813443119031612,-0.009230096339104342,-0.007925243199866275,1
2013-06-27,2013-06-27,1349.08,2005-10-04,752.008161445905,0.006827894342375347,-0.0003358076656150412,-0.005767939118490492,1
2013-06-28,2013-06-28,1333.63,2005-10-05,743.992300899321,-0.011518330952473522,-0.01071649035157493,0.0012519598119762002,2
2013-07-01,2013-07-01,1357.35,2005-10-06,739.1036997832958,0.01762972178078767,-0.0065924509523494846,-0.009892162619787296,1
2013-07-02,2013-07-02,1356.4,2005-10-07,740.3682636613709,-0.0007001382137682704,0.0017094804325808457,-0.011918968629448558,0
2013-07-03,2013-07-03,1326.4,2005-10-10,744.8803048614059,-0.02236562587045297,0.0060758248498760815,-0.01692279482125812,0
2013-07-04,2013-07-04,1356.47,2005-10-11,744.5955697268463,0.02241723173436491,-0.0003823293050741979,-0.017532028429617055,1
2013-07-05,2013-07-05,1358.76,2005-10-12,739.9581432041679,0.0016867819985527588,-0.006247590190136669,-0.016582863042962737,1
2013-07-08,2013-07-08,1370.71,2005-10-13,723.5325694343036,0.008756334639198332,-0.022448059807281207,-0.027506341531136378,1
2013-07-09,2013-07-09,1356.72,2005-10-14,723.680536819033,-0.010258831718001704,0.00020448596631104381,-0.019563914793932206,0
2013-07-10,2013-07-10,1338.59,2005-10-17,725.5126121005841,-0.013453200888065923,0.0025284086651004315,-0.023968440452153284,0
2013-07-11,2013-07-11,1375.13,2005-10-18,719.7258052471074,0.026931450938998295,-0.00800814275321157,-0.03591067926565145,1
2013-07-12,2013-07-12,1393.21,2005-10-19,709.0469881371567,0.013062165100365083,-0.014948515277373058,-0.04477898324713003,1
2013-07-15,2013-07-15,1395.06,2005-10-20,704.3980431832773,0.0013269878967757133,-0.0065781995270017745,-0.05098530475881459,1
2013-07-16,2013-07-16,1378.16,2005-10-21,706.6148190039929,-0.012188148945104414,0.003142108344926991,-0.05343918830354729,0
2013-07-17,2013-07-17,1385.4,2005-10-24,709.1251946970336,0.005239630450390892,0.003546383233918498,-0.05971745014926825,1
2013-07-18,2013-07-18,1405.02,2005-10-25,713.1608300058359,0.01406263095347137,0.005674872802044937,-0.05592978311302461,1
2013-07-19,2013-07-19,1379.27,2005-10-26,715.8070882029702,-0.018497163860166387,0.0037037377654955466,-0.06014934782720504,0
2013-07-22,2013-07-22,1379.86,2005-10-27,713.9008418630366,0.00042767104775249745,-0.0026666250210106305,-0.05532292984718889,1
2013-07-23,2013-07-23,1379.88,2005-10-28,717.2038241156275,1.449411901161373e-05,0.004615997971288473,-0.04612260366555034,0
2013-07-24,2013-07-24,1404.32,2005-10-31,722.2528296139612,0.01755666099523352,0.007015183390958207,-0.044708733713444984,1
2013-07-25,2013-07-25,1402.64,2005-11-01,721.1425553883497,-0.0011970246819345064,-0.001538420388654681,-0.04556347426337915,1
2013-07-26,2013-07-26,1416.43,2005-11-02,719.3010072812579,0.009783446309070808,-0.0025569194908137472,-0.04713709053254746,1
2013-07-29,2013-07-29,1423.31,2005-11-03,720.6697437987697,0.004845523506619672,0.001901062127417802,-0.046836939297167174,1
2013-07-30,2013-07-30,1408.04,2005-11-04,719.4841570204542,-0.010786478572197384,-0.0016464727074964414,-0.045199846563042524,2
2013-07-31,2013-07-31,1410.64,2005-11-07,720.8722004248363,0.0018448356943019726,0.0019273616933617645,-0.04408942166745603,1
2013-08-01,2013-08-01,1461.1,2005-11-08,714.6558078223122,0.03514607457837058,-0.008660829220156928,-0.05938267065193077,1
2013-08-02,2013-08-02,1463.73,2005-11-09,710.7105436555746,0.00179839560510175,-0.005535803813385861,-0.06035269376223544,1
2013-08-05,2013-08-05,1464.97,2005-11-10,721.3532336712155,0.0008467921426544327,0.014863703871214495,-0.06068441777454768,0
2013-08-06,2013-08-06,1465.76,2005-11-11,718.7723271195379,0.0005391148411037299,-0.0035842837389190286,-0.06534853485316741,1
2013-08-07,2013-08-07,1465.16,2005-11-14,724.1769567282334,-0.00040942776219171287,0.007491122444056697,-0.06704773764603449,0
2013-08-08,2013-08-08,1498.82,2005-11-15,720.1742392219342,0.02271368033433509,-0.005542596239195278,-0.07594169326573781,1
2013-08-09,2013-08-09,1508.69,2005-11-16,718.6591034360946,0.006563592762046722,-0.002106062322787743,-0.0795926389726738,1
2013-08-12,2013-08-12,1513.52,2005-11-17,723.3139671041395,0.0031963391770752653,0.006456264589578347,-0.0764805758934088,0
2013-08-13,2013-08-13,1524.9,2005-11-18,720.9491309492361,0.007490770342802702,-0.0032748025917592586,-0.08316223153630856,1
2013-08-14,2013-08-14,1536.38,2005-11-21,725.5957202466525,0.007500165822681525,0.006424419229287652,-0.07732442695416711,1
2013-08-15,,1545.515,,723.0383632784533,0.0059281881783183376,-0.0035307185630171515,-0.07580410336569772,1
2013-08-16,2013-08-16,1554.65,2005-11-22,720.4810063102541,0.005893251771124482,-0.003543228719471976,-0.07681740241176307,1
2013-08-19,2013-08-19,1519.07,2005-11-23,724.9695109612616,-0.02315213440979574,0.00621054684958252,-0.07844916556898383,0
2013-08-20,2013-08-20,1495.87,2005-11-25,731.3524661752784,-0.015390328120478887,0.00876591328980999,-0.09180092377254198,0
2013-08-21,2013-08-21,1497.15,2005-11-28,725.990101287538,0.0008553234378889867,-0.007359133271985067,-0.0920148698823681,1
2013-08-22,2013-08-22,1520.01,2005-11-29,727.3349552060139,0.015153612965344048,0.0018507274698557465,-0.09004069187676424,1
2013-08-23,2013-08-23,1536.59,2005-11-30,724.2440108743787,0.010848761771780624,-0.004258740413759708,-0.0889751497895787,1
2013-08-26,2013-08-26,1527.49,2005-12-01,737.3986716306009,-0.005939810158353524,0.01800031717754246,-0.1166985366571947,0
2013-08-27,2013-08-27,1491.28,2005-12-02,746.6588293765776,-0.0239910538184864,0.01247967537991906,-0.13082760757924422,0
2013-08-28,2013-08-28,1494.56,2005-12-05,742.7992318253351,0.002197037563548471,-0.005182564438048027,-0.13105476624835002,1
2013-08-29,2013-08-29,1506.32,2005-12-06,740.0358438761797,0.007837741063634324,-0.0037271726215231376,-0.133624647789959,1
2013-08-30,2013-08-30,1485.35,2005-12-07,747.3635103385349,-0.01401915548626294,0.009853071031870804,-0.1399957512280621,0
2013-09-02,2013-09-02,1503.41,2005-12-08,748.909932310325,0.012085426609066783,0.0020670319719884984,-0.1383341478939456,1
2013-09-03,2013-09-03,1512.59,2005-12-09,745.5486594511123,0.006087551955950527,-0.00449832273127017,-0.1410304202961268,1
2013-09-04,2013-09-04,1523.93,2005-12-12,747.294682673024,0.0074691111662387255,0.002339192557992074,-0.14015071852341665,1
2013-09-05,2013-09-05,1537.49,2005-12-13,747.2604593860824,0.008858692161314847,-4.579728908551703e-05,-0.1401506026186708,1
2013-09-06,2013-09-06,1527.02,2005-12-14,747.0941888969568,-0.006833092884672587,-0.00022253149880161423,-0.13936598663855262,0
2013-09-09,2013-09-09,1533.06,2005-12-15,739.7598168059101,0.0039476143393460065,-0.009865705108900679,-0.1371814845508902,1
2013-09-10,2013-09-10,1547.39,2005-12-16,745.3157161390695,0.009303902592171015,0.007482347033140271,-0.13316867959005924,1
2013-09-11,2013-09-11,1551.09,2005-12-19,742.3940815070326,0.0023882689310113846,-0.0039276993303667945,-0.13395415465426436,1
2013-09-12,2013-09-12,1518.25,2005-12-20,748.2146078397387,-0.021399553794651832,0.007809636368423082,-0.14181240122515762,0
2013-09-13,2013-09-13,1501.42,2005-12-21,747.221494522271,-0.011147028827012257,-0.0013281924408467367,-0.14762710152105407,2
2013-09-16,2013-09-16,1526.67,2005-12-22,748.105201800927,0.01667756589317833,0.0011819589441013339,-0.14697767137299342,1
2013-09-17,2013-09-17,1519.16,2005-12-23,756.4302187365348,-0.004931342339588732,0.011066674518154004,-0.152273001447672,0
2013-09-18,2013-09-18,1525.77,2005-12-27,757.1759703486449,0.004341650141818902,0.0009853972292555306,-0.14200610437011202,1
2013-09-19,2013-09-19,1535.61,2005-12-28,761.3677544576915,0.0064284955718870475,0.005520808768905356,-0.14168828498104982,1
2013-09-20,2013-09-20,1527.47,2005-12-29,757.1247187834366,-0.005314924299617404,-0.005588498846042288,-0.14026270755089165,2
2013-09-23,2013-09-23,1513.83,2005-12-30,756.6173471416189,-0.00896990856228316,-0.0006703541801986342,-0.1406132605061646,0
2013-09-24,2013-09-24,1526.7,2006-01-03,760.0738544592725,0.008465679906829017,0.004557965785120189,-0.13427767300117868,1
2013-09-25,2013-09-25,1530.24,2006-01-04,769.0842214757729,0.0023160425670084857,0.011784878804317797,-0.13397355318577653,0
2013-09-26,2013-09-26,1529.75,2006-01-05,769.9557602036015,-0.00032026248725532087,0.0011325746327132014,-0.1323645667648939,0
2013-09-27,2013-09-27,1540.48,2006-01-06,772.1880926835164,0.0069897328120026294,0.0028951048048484955,-0.13172699014582917,1
2013-09-30,2013-09-30,1529.14,2006-01-09,773.8088856033329,-0.007388570304090268,0.0020967615543701604,-0.13157164584589265,0
2013-10-01,2013-10-01,1539.17,2006-01-10,772.3297160662821,0.006537824226444073,-0.001913373078872798,-0.13224964671750747,1
2013-10-02,2013-10-02,1538.1,2006-01-11,771.1694603535992,-0.0006954216192418736,-0.0015034098481506728,-0.13025831530244827,1
2013-10-03,2013-10-03,1537.89,2006-01-12,773.0707810744484,-0.00013654140639340594,0.0024624687669742395,-0.13314538259146924,0
2013-10-04,2013-10-04,1524.63,2006-01-13,768.6452532270715,-0.008659589398388404,-0.00574105724304606,-0.13600803815198476,2
2013-10-07,2013-10-07,1508.84,2006-01-17,769.9204396719082,-0.010410613990527052,0.0016576305356502219,-0.1389955900394697,0
2013-10-08,2013-10-08,1487.02,2006-01-18,761.9665576665301,-0.014567026393623882,-0.01038451726107928,-0.12944414505456883,2
2013-10-09,2013-10-09,1474.73,2006-01-19,772.149326462041,-0.008299195098220379,0.013275292232793402,-0.13549728623123186,0
2013-10-10,2013-10-10,1512.2,2006-01-20,771.3975986841666,0.02509062195355822,-0.0009740265424522132,-0.1347008869512454,1
2013-10-11,2013-10-11,1515.06,2006-01-23,768.5516719941728,0.0018894979954797325,-0.0036961346508347787,-0.13563719721389572,1
2013-10-14,2013-10-14,1519.51,2006-01-24,777.9744700655702,0.0029328723277509427,0.012185910627895594,-0.13331680740565963,0
2013-10-15,2013-10-15,1544.03,2006-01-25,780.2865260816699,0.016007967000373626,0.0029674845465204837,-0.13122239206573766,1
2013-10-16,2013-10-16,1541.95,2006-01-26,779.6539264012248,-0.0013480322717449055,-0.0008110562350194981,-0.13138622750108384,0
2013-10-17,2013-10-17,1537.21,2006-01-27,784.3927169602489,-0.0030787641721255646,0.00605967229900868,-0.14556639329282814,0
2013-10-18,2013-10-18,1547.22,2006-01-30,786.3213531656233,0.006490687188621241,0.0024557457163033626,-0.14432391645481846,1
2013-10-21,2013-10-21,1549.17,2006-01-31,782.0674806460024,0.0012595314271090898,-0.00542452593251169,-0.145255312849233,1
2013-10-22,2013-10-22,1549.63,2006-02-01,794.3941420738553,0.00029688912054920684,0.015638709469383002,-0.1450755799875372,0
2013-10-23,2013-10-23,1531.87,2006-02-02,795.2640550728236,-0.011526981437021144,0.0010944655742543142,-0.14453295448740244,0
2013-10-24,2013-10-24,1537.45,2006-02-03,796.0214378350138,0.003635988523510573,0.0009519131830924448,-0.14644512758451989,1
2013-10-25,2013-10-25,1533.34,2006-02-06,804.0299228273991,-0.002676837200960643,0.010010368498168725,-0.14882339125649974,0
2013-10-28,2013-10-28,1524.85,2006-02-07,793.0672195456438,-0.005552318077664124,-0.013728501755283682,-0.15462272432377056,2
2013-10-29,2013-10-29,1546.86,2006-02-08,794.6073517003703,0.014331025192294414,0.0019401112365362136,-0.15156061966247103,1
2013-10-30,2013-10-30,1589.08,2006-02-09,797.4812221243872,0.026928162658691128,0.0036101930415757613,-0.1471608769950654,1
2013-10-31,2013-10-31,1578.25,2006-02-10,800.5833607441434,-0.006838594151298382,0.003882374404028022,-0.1484314675623061,0
2013-11-01,,1589.2749999999999,,799.4636706065274,0.0069612991356343195,-0.0013995717606395922,-0.14726531761254383,1
2013-11-04,2013-11-04,1622.35,2006-02-13,796.1046001936795,0.020597777998159764,-0.004210506609950233,-0.15174357128123458,1
2013-11-05,2013-11-05,1610.1,2006-02-14,796.3283079016433,-0.0075794265306362435,0.0002809634343752495,-0.15179721581148053,0
2013-11-06,2013-11-06,1628.99,2006-02-15,801.2090737219881,0.011663901996889678,0.006110380968202002,-0.1521877744950987,1
2013-11-07,2013-11-07,1620.57,2006-02-16,804.6197711731074,-0.00518225165484791,0.004247902995024151,-0.15307957359923763,0
2013-11-08,2013-11-08,1602.77,2006-02-17,813.936099675733,-0.011044556850936499,0.011512029406966344,-0.15532485295799295,0
2013-11-11,2013-11-11,1612.83,2006-02-21,816.9129034033106,0.006257017552527591,0.003650622501477878,-0.15474456238100454,1
2013-11-12,2013-11-12,1607.93,2006-02-22,814.2216433653043,-0.0030427624414821153,-0.003299865710596432,-0.15291747968948177,0
2013-11-13,2013-11-13,1598.36,2006-02-23,816.9895664037497,-0.00596953389691069,0.0033937060736682905,-0.15379966803112397,0
2013-11-14,2013-11-14,1594.54,2006-02-24,817.1602313805037,-0.0023928101867457074,0.00020887311261902746,-0.1569037710255262,0
2013-11-15,2013-11-15,1601.4,2006-02-27,822.2074218396267,0.004292953269146478,0.006157503957281175,-0.15478117491333787,0
2013-11-18,2013-11-18,1613.04,2006-02-28,811.6394279668604,0.007242350691286546,-0.012936513916314382,-0.15801527044995917,1
2013-11-19,2013-11-19,1603.91,2006-03-01,818.726006493012,-0.0056761992032555286,0.008693294160959332,-0.1584635962394348,0
2013-11-20,2013-11-20,1594.43,2006-03-02,810.0991440016215,-0.0059280925495012364,-0.010592841295140229,-0.15530527336711075,2
2013-11-21,2013-11-21,1613.76,2006-03-03,811.5968046955998,0.012050554311297255,0.0018470307223208899,-0.1565109138310013,1
2013-11-22,2013-11-22,1619.91,2006-03-06,814.9811136920288,0.0038037322392467767,0.0041612686878038955,-0.15319986682819742,1
2013-11-25,2013-11-25,1623.79,2006-03-07,807.7438499310277,0.0023923308878849667,-0.00891994873998329,-0.1528459847205704,1
2013-11-26,2013-11-26,1624.48,2006-03-08,796.2264754253312,0.000424841537420452,-0.014361328605229673,-0.1660116676449825,2
2013-11-27,2013-11-27,1629.15,2006-03-09,798.1962272575012,0.0028706418412421434,0.0024708037974442466,-0.16586947450856154,1
2013-11-28,2013-11-28,1629.8,2006-03-10,794.8902318997269,0.00039890149196457965,-0.004150434001311335,-0.16330011966511324,1
2013-11-29,2013-11-29,1625.38,2006-03-13,804.2978196604212,-0.00271567330618538,0.011765591013451806,-0.1661185357959676,0
2013-12-02,2013-12-02,1615.36,2006-03-14,805.8913938618799,-0.00618379254724984,0.001979363305084771,-0.16902150498035504,0
2013-12-03,2013-12-03,1586.71,2006-03-15,811.5659755773302,-0.017895151923894962,0.007016698065168773,-0.17824591026009906,0
2013-12-04,2013-12-04,1564.12,2006-03-16,817.5265587424121,-0.014339324604137262,0.007317705579027689,-0.1832223019720254,0
2013-12-05,2013-12-05,1548.35,2006-03-17,816.4969123973557,-0.010133517720109115,-0.0012602591082935817,-0.17783514821490454,2
2013-12-06,2013-12-06,1543.46,2006-03-20,822.0174227498858,-0.003163198306087573,0.006738459497327551,-0.180095511463306,0
2013-12-09,2013-12-09,1556.6,2006-03-21,820.6022965886381,0.008477306046832493,-0.0017230117168155609,-0.17786208134314876,1
2013-12-10,2013-12-10,1560.41,2006-03-22,827.0283309161465,0.00244465169985478,0.0078003732187464335,-0.1767576514652855,0
2013-12-11,2013-12-11,1537.86,2006-03-23,826.2540247757895,-0.014556767610982577,-0.0009366896033276465,-0.17438748451783803,2
2013-12-12,2013-12-12,1521.91,2006-03-24,824.8929455354515,-0.010425714661042048,-0.001648647362227497,-0.1724586478026545,2
2013-12-13,2013-12-13,1505.35,2006-03-27,832.4710446234263,-0.010940695668059264,0.009144825089191524,-0.17632509934428175,0
2013-12-16,2013-12-16,1517.36,2006-03-28,835.287131111984,0.007946553391008375,0.0033770953198506712,-0.17517854539713146,1
2013-12-17,2013-12-17,1500.6,2006-03-29,827.3828032572942,-0.011106954564438516,-0.009508065598980427,-0.1649775902960211,2
2013-12-18,2013-12-18,1530.29,2006-03-30,829.5430388061629,0.019592231797605827,0.0026075237865373353,-0.16517199076062108,1
2013-12-19,2013-12-19,1527.27,2006-03-31,835.1856521348951,-0.0019754320321345564,0.006779044499548775,-0.1655960659072032,0
2013-12-20,2013-12-20,1543.94,2006-04-03,832.5288342741366,0.010855762848921601,-0.0031861810040294558,-0.16759153890537115,1
2013-12-23,,1558.357142857143,,833.9611728341913,0.009294562050744496,0.0017189889008026663,-0.17137908465552304,1
2013-12-24,,1563.162857142857,,834.4386190208763,0.003079088445720337,0.000572340277251405,-0.1711800764509333,1
2013-12-25,,1567.9685714285713,,834.9160652075612,0.003069636755210296,0.0005720128912256647,-0.17118852813239838,1
2013-12-26,,1572.7742857142857,,835.3935113942462,0.0030602429137289904,0.0005716858795238285,-0.16676034456294947,1
2013-12-27,2013-12-27,1577.58,2006-04-04,835.8709575809311,0.0030509063917985267,0.0005713592415044772,-0.165435518089375,1
2013-12-30,2013-12-30,1572.72,2006-04-05,838.5751361687546,-0.0030854228838727476,0.0032299408728254098,-0.16761473229019633,0
2013-12-31,,1569.96,,841.6367367372123,-0.001756463088566023,0.0036443070141881913,-0.16749832216119961,0
2014-01-01,,1567.2,,844.6983373056702,-0.0017595536804540508,0.003631074250237012,-0.167632196066994,0
2014-01-02,2014-01-02,1564.44,2006-04-06,847.7599378741279,-0.0017626551676432547,0.0036179372371143623,-0.16986644843991813,0
2014-01-03,2014-01-03,1573.46,2006-04-07,850.0896500292149,0.005749083682746568,0.002744310961136934,-0.16957092047054342,1
2014-01-06,,1614.2224999999999,,850.1686262009437,0.025576400440903743,9.289902938817301e-05,-0.16719312099003864,1
2014-01-07,2014-01-07,1627.81,2006-04-10,850.19495159152,0.00838213654857619,3.096442539970908e-05,-0.16852293976262608,1
2014-01-08,2014-01-08,1657.17,2006-04-11,846.4675513036257,0.017875775080434024,-0.004393809939410976,-0.17244622911084578,1
2014-01-09,2014-01-09,1657.96,2006-04-12,844.7720474847902,0.0004766027365166331,-0.002005043387195981,-0.17260484371693388,1
2014-01-10,2014-01-10,1652.91,2006-04-13,845.9285318578212,-0.003050560074082825,0.0013680536548357416,-0.17250221772242225,0
